reporting_jurisdiction	CountyFIPS	other_jurisdiction	sewershed_population_served	sewage_travel_time	sample_location	sample_location_specify	wwtp_name	wwtp_jurisdiction	capacity_mgd	industrial_input	stormwater_input	influent_equilibrated	sample_type	composite_freq	sample_matrix	collection_storage_time	collection_storage_temp	solids_separation	concentration_method	extraction_method	pre_conc_storage_time	pre_conc_storage_temp	pre_ext_storage_time	pre_ext_storage_temp	tot_conc_vol	ext_blank	rec_eff_target_name	rec_eff_spike_matrix	rec_eff_spike_conc	pasteurized	pcr_target	pcr_gene_target	pcr_type	hum_frac_target_mic	hum_frac_target_chem	other_norm_name	quant_stan_type	num_no_target_control	sample_collect_date	sample_collect_time	time_zone	flow_rate	ph	conductivity	tss	collection_water_temp	equiv_sewage_amt	sample_id	lab_id	test_result_date	pcr_target_units	pcr_target_avg_conc	pcr_target_std_error	pcr_target_cl_95_lo	pcr_target_cl_95_up	pcr_target_below_lod	lod_sewage	ntc_amplify	rec_eff_percent	inhibition_detect	inhibition_adjust	hum_frac_mic_conc	hum_frac_mic_unit	hum_frac_chem_conc	hum_frac_chem_unit	other_norm_conc	other_norm_unit	major_lab_method	major_lab_method_desc	sample_first_reported	key_sewershed	COUNTY_POPESTIMATE2020	vax_date	cases_date	hosp_date	deaths_date	actuals.vaccinationsInitiated	actuals.vaccinationsCompleted	actuals.vaccinationsAdditionalDose	metrics.vaccinationsInitiatedRatio	metrics.vaccinationsCompletedRatio	metrics.vaccinationsAdditionalDoseRatio	actuals.newCases	metrics.caseDensity100k	metrics.infectionRate	metrics.testPositivityRatio	actuals.hospitalBeds.capacity	actuals.icuBeds.capacity	actuals.hospitalBeds.currentUsageCovid	actuals.icuBeds.currentUsageCovid	metrics.icuCapacityRatio	metrics.bedsWithCovidPatientsRatio	metrics.bedsWithCovidPatientsRatioRolling10	metrics.weeklyCovidAdmissionsPer100k	metrics.weeklyCovidAdmissionsPer100kRolling10	metrics.icuCapacityRatioRolling10	actuals.newDeaths	metrics.newDeathsRolling7
oh	39095		322446	24.0	XXXX	XXXX	XXXX	oh	130.0	25.0	yes		24-hr flow-weighted composite		raw wastewater		4.0	centrifugation	membrane filtration with no amendment, membrane recombined with separated solids	qiagen powerwater kit	24.0	4.0	0.0		180.0	no	murine coronavirus	raw sample	7.0	no	sars-cov-2	n2	qpcr	crassphage			dna	1	2020-12-13	14:00	utc-05:00	40.4000015258789	7.61999988555908			17.0		XXXX	XXXX	2020-12-17	copies/l wastewater	277925.5625	77533.27261189757			no	190.0	no	-1.0	not tested	no		copies/l wastewater					3	this lab uses a lab method distinct from other labs in this reporting jurisdiction	2021-01-08 14:15:47	oh_398	428294.0	2020-12-03	2020-12-20	2020-12-27	2021-01-03	0.0	0.0	0.0	0.0	0.0	0.0	177	64.3	0.89	0.171							0.1533333333333356		40.300000000000054	0.6099999999999941	0	1.625
co	08013		75543		XXXX	XXXX	XXXX	co	7.43				24-hr flow-weighted composite		raw wastewater		0.0		innovaprep ultrafiltration	qiagen qiaamp buffers with epoch columns		0.0			40.0	no	bcov vaccine	raw sample	2.76		sars-cov-2	n1	ddpcr	pepper mild mottle virus		f+ rna coliphage	rna	1	2020-11-02	07:00		7.3						XXXX	XXXX	2020-11-02	copies/l wastewater	95797.5280575636		95797.5280575636	95797.5280575636	no	4000.0	no	0.2635339717411395	no						77431069.87185596	copies/l wastewater			2021-06-30 22:10:17	co_224	327171.0	2020-10-23	2020-11-09	2020-11-16	2020-11-23	0.0	0.0	0.0	0.0	0.0	0.0	208	42.3	1.24	0.081							0.13999999999999999		33.90000000000004	0.7824999999999991	0	0.75
oh	39007		31430		XXXX	XXXX	XXXX	oh	12.0	4.97877225845788	no		23-hr flow-weighted composite		raw wastewater		4.0	centrifugation	membrane filtration with no amendment, membrane recombined with separated solids	qiagen allprep dna/rna kit	0.0	4.0	0.0		225.0	no			0.0	no	sars-cov-2	n2	qpcr	crassphage			dna	more than 3	2020-12-13	07:20	utc-05:00	4.80000019073486	7.09999990463257			14.25		XXXX	XXXX	2020-12-18	copies/l wastewater	10800.0	416.6296279833928			no	170.0	no	-1.0	yes	no		copies/l wastewater					5	this lab uses a lab method distinct from other labs in this reporting jurisdiction	2021-01-08 14:15:47	oh_46	96513.0	2020-12-03	2020-12-20	2020-12-27	2021-01-03	0.0	0.0	0.0	0.0	0.0	0.0	51	43.8	0.93	0.065							0.1233333333333354		39.30000000000002	0.696666666666661	0	0.0
wi	55073		42350		XXXX	XXXX	XXXX	wi	8.2				24-hr flow-weighted composite		raw wastewater			filtration	membrane filtration with addition of mgcl2	promega ht tna kit							bcov vaccine	raw sample	5.863		sars-cov-2	n1	qpcr	pepper mild mottle virus			dna	3	2020-12-08	08:00	utc-06:00	3.99	7.25	1098.0			2.0	XXXX	XXXX	2020-12-10	copies/l wastewater	497182.0	22273.0			no	20000.0	no	9.61	no	no	17151719.0	copies/l wastewater							2021-02-18 18:48:01	wi_433	135593.0	2020-11-28	2020-12-15	2020-12-22	2020-12-29	0.0	0.0	0.0	0.0	0.0	0.0	39	68.1	0.86	0.116							0.12250000000000233		43.94999999999999	0.7249999999999933	5	1.25
mo	29123		4000		XXXX	XXXX	XXXX	mo	0.85				24-hr time-weighted composite		raw wastewater				peg precipitation	qiagen allprep powerviral dna/rna kit							puro	raw sample	5.8698361567		sars-cov-2	n2	qpcr				rna	3	2021-11-29	08:00		0.688						XXXX	XXXX	2021-11-30	copies/l wastewater	111575.07839	13476.473574	68692.94	154457.22	no	1750.0	no	16.144458061	no	no									2021-12-16 17:08:49	mo_156	12113.0	2021-11-19	2021-12-06	2021-12-13	2021-12-20	4957	4300		0.41	0.356		5	35.5	1.0	0.168							0.04000000000000361				0	0.0
mo	29159		7500		XXXX	XXXX	XXXX	mo	3.03				24-hr time-weighted composite		raw wastewater				peg precipitation	qiagen allprep powerviral dna/rna kit							puro	raw sample	4.1398790864		sars-cov-2	n1	qpcr				rna	3	2020-09-28			2.297						XXXX	XXXX	2020-09-29	copies/l wastewater	37374.75	9422.917481	7391.03	67358.47	no	1750.0	no	0.3006535948	no	no									2021-07-08 20:47:03	mo_358	42490.0	2020-09-18	2020-10-05	2020-10-12	2020-10-19	0.0	0.0	0.0	0.0	0.0	0.0	24	30.7	1.03	0.059							0.09000000000000088		11.899999999999931	0.7949999999999962	0	0.25
nc	37083		14320		XXXX	XXXX	XXXX	nc	8.3	15.0	no	no	24-hr flow-weighted composite		raw wastewater	81.0	4.0	filtration	membrane filtration with acidification and mgcl2	nuclisens manual magnetic bead extraction kit	15.0	20.0	0.0	20.0	40.0	yes	bcov vaccine	raw sample	4.2	yes	sars-cov-2	n1	ddpcr	pepper mild mottle virus			rna	more than 3	2021-09-27	08:30		2.3	6.98			20.9		XXXX	XXXX	2021-09-30	copies/l wastewater	82500.0	-1.0	67500.0	100000.0	no	1070.0	no	54.89021956	no		31650000.0	copies/l wastewater							2021-10-02 20:44:35	nc_345	49479.0	2021-09-17	2021-10-04	2021-10-11	2021-10-18	24763	22623		0.495	0.452		61	35.7	0.88	0.096							0.07500000000000233		16.2499999999999	0.4699999999999924	0	0.375
nc	37063		108105		XXXX	XXXX	XXXX	nc	20.0	5.0	no	no	24-hr flow-weighted composite	5.0	raw wastewater	123.0	4.0		membrane filtration with acidification and mgcl2	nuclisens manual magnetic bead extraction kit	0.0	20.0	0.0	20.0	40.0	yes	bcov vaccine	raw sample	4.7	yes	sars-cov-2	n2	ddpcr	pepper mild mottle virus			rna	more than 3	2021-05-07	06:44		6.5	7.11			20.1		XXXX	XXXX	2021-05-13	copies/l wastewater	0.0	-1.0	250.0	5000.0	yes	330.0	no	49.0	no		89500000.0	copies/l wastewater							2021-05-14 20:19:30	nc_369	327306.0	2021-04-27	2021-05-14	2021-05-21	2021-05-28			0.0			0.0	25	7.1	0.81	0.022							0.040000000000004546		7.199999999999797	0.9699999999999851	0	0.125
oh	39023		60000		XXXX	XXXX	XXXX	oh	25.0	6.89655221810502	yes		24-hr flow-weighted composite		raw wastewater		4.0	centrifugation	membrane filtration with no amendment, membrane recombined with separated solids	trizol and rna purificaton kit	24.0	4.0	14.0	-20.0	225.0	yes	oc43	raw sample	4.0	no	sars-cov-2	n2	ddpcr	crassphage			rna	more than 3	2021-04-19	08:00	utc-05:00	14.0	7.69999980926514		340.0			XXXX	XXXX	2021-04-21	copies/l wastewater	11902.890625	2111.7947156704645			no	655.0	no	-1.0	no	no		copies/l wastewater					2	this lab uses a lab method distinct from other labs in this reporting jurisdiction	2021-04-30 19:23:41	oh_382	133593.0	2021-04-09	2021-04-26	2021-05-03	2021-05-10	33586	25113	0.0	0.25	0.187	0.0	8	13.0	0.85	0.041							0.030000000000003108		57.85000000000001	0.6449999999999914	0	0.25
va	51710		192347		XXXX	XXXX	XXXX	va	40.0				grab		raw wastewater			centrifugation	innovaprep ultrafiltration	zymo quick-rna viral 96 kit #r1041	0.0	4.0	0.0	4.0	40.0	yes	murine coronavirus	raw sample	3.176091259	no	sars-cov-2	ddcov_n	ddpcr	[empty]			rna	2	2022-01-31	09:30		28.4						XXXX	XXXX	2022-02-04	copies/l wastewater	42464.875				no	6200.0	no	0.2064	not tested										2022-02-07 06:23:53	va_180	242803.0	2022-01-21	2022-02-07	2022-02-14	2022-02-21							187	35.8	0.57	0.234							0.09500000000000439		15.149999999999928	0.5699999999999874	3	1.5
mo	29189		149112		XXXX	XXXX	XXXX	mo	40.0				24-hr time-weighted composite		raw wastewater				peg precipitation	qiagen allprep powerviral dna/rna kit							puro	raw sample	5.6283977487		sars-cov-2	n2	qpcr				rna	3	2020-07-13			17.3						XXXX	XXXX	2020-07-13	copies/l wastewater	351378.125	23483.686741	276653.03	426103.22	no	1750.0	no	9.2594472767	no	no									2021-07-08 20:47:03	mo_265	994020.0	2020-07-03	2020-07-20	2020-07-27	2020-08-03	0.0	0.0	0.0	0.0	0.0	0.0	124	17.5	1.25	0.126											0	0.875
ut	49047		29513		XXXX	XXXX	XXXX	ut	4.7				24-hr flow-weighted composite		raw wastewater	9.08333333333333	2.0	centrifugation	membrane filtration with sample acidification	phenol chloroform			12.0	-80.0	100.0		oc43	raw sample	2.176	yes	sars-cov-2	n1 and n2 combined	qpcr				dna	2	2021-07-11	06:00	utc-06:00	2.4						XXXX	XXXX	2021-07-14	copies/l wastewater	1432000.0	460326.5145524424			no	3000.0	no	87.5	not tested	no							1	the four academic labs (byu, dsu, usu, uu) used functionally identical methods. split sample testing indicated results were reasonably comparable.	2021-07-15 21:11:16	ut_2	35970.0	2021-07-01	2021-07-18	2021-07-25	2021-08-01	9874	7879	0.0	0.276	0.22	0.0	0	29.7	0.9	0.182							0.04500000000000437		9.149999999999869	0.2749999999999871	0	0.375
mo	29047		12000		XXXX	XXXX	XXXX	mo	2.0				24-hr time-weighted composite		raw wastewater				peg precipitation	qiagen allprep powerviral dna/rna kit							puro	raw sample	5.5015282815		sars-cov-2	n2	qpcr				rna	3	2021-08-09			1.01						XXXX	XXXX	2021-08-10	copies/l wastewater	598471.47064	86559.108715	323040.39	873902.55	no	1750.0	no	6.9137806373	no	no									2021-08-16 22:02:55	mo_198	253463.0	2021-07-30	2021-08-16	2021-08-23	2021-08-30	112506	98685	0.0	0.45	0.395	0.0	71	20.7	0.98	0.145							0.1750000000000021		38.94999999999986	0.8799999999999926	0	0.125
nc	37067		178000		XXXX	XXXX	XXXX	nc	15.3	12.0	no	no	24-hr flow-weighted composite		raw wastewater	60.0	4.0		membrane filtration with acidification and mgcl2	nuclisens manual magnetic bead extraction kit	15.0	20.0	0.0	20.0	40.0	yes	bcov vaccine	raw sample	4.2	yes	sars-cov-2	n2	ddpcr	pepper mild mottle virus			rna	more than 3	2021-10-19	05:30		12.25	7.0					XXXX	XXXX	2021-10-21	copies/l wastewater	34250.0	-1.0	25250.0	45500.0	no	330.0	no	55.0	no		88750000.0	copies/l wastewater							2021-10-25 18:08:05	nc_452	383843.0	2021-10-09	2021-10-26	2021-11-02	2021-11-09	225210	209504		0.589	0.548		44	19.5	0.86	0.052							0.04500000000000226		14.249999999999897	0.9149999999999925	0	0.875
ca	06075		250000		XXXX	XXXX	XXXX	ca	43.0				grab		primary sludge			centrifugation	none	chemagic viral dna/rna 300 kit	6.0	4.0	6.0	0.0		yes	bcov vaccine	dewatered solids	4.0		sars-cov-2	n	ddpcr	pepper mild mottle virus			dna	more than 3	2021-11-13	07:00	utc-07:00							XXXX	XXXX	2021-11-14	copies/g dry sludge	24165.0145				no	500.0	no	118.7	no	no	960000000.0	copies/g dry sludge							2021-11-20 00:54:33	ca_362	866606.0	2021-11-03	2021-11-20	2021-11-27	2021-12-04	717168	677655	111065	0.814	0.769	0.126	0	6.9	0.92	0.015							0.020000000000000007		1.100000000000073	0.7299999999999969	0	0.625
ca	06067		1480000	15.0	XXXX	XXXX	XXXX	ca	181.0				grab		primary sludge			centrifugation	none	chemagic viral dna/rna 300 kit	6.0	4.0	6.0	0.0		yes	bcov vaccine	dewatered solids	4.0		sars-cov-2	n	ddpcr	pepper mild mottle virus			dna	more than 3	2021-07-17	07:00	utc-07:00							XXXX	XXXX	2021-07-18	copies/g dry sludge	159031.1316				no	500.0	no	136.5	no	no	1590000000.0	copies/g dry sludge							2021-07-29 00:05:51	ca_383	1559146.0	2021-07-07	2021-07-24	2021-07-31	2021-08-07	845231	764934	0.0	0.545	0.493	0.0	0	21.4	1.23	0.076							0.08000000000000007		13.800000000000061	0.8899999999999971	0	2.75
ut	49043		7888		XXXX	XXXX	XXXX	ut	4.0				6-hr manual composite		raw wastewater	2.63333333333333	3.0	centrifugation	promega wastewater large volume tna capture kit	promega manual tna kit	17.2	4.0	1.0	4.0	20.0		oc43	raw sample	3.5	no	sars-cov-2	n1 and n2 combined	qpcr				rna	1	2021-09-30	07:34	utc-06:00	1.5					2.5	XXXX	XXXX	2021-10-04	copies/l wastewater	492030.0	18180.759976781315			no	3000.0	no	-1.0	not tested								2	uphl uses substantially different concentration and extraction methods from the previous labs. results may not be comparable.	2021-10-05 17:35:01	ut_23	42499.0	2021-09-20	2021-10-07	2021-10-14	2021-10-21	35717	30470		0.847	0.723		12	32.5	0.97	0.077	35	4	2	1	0.86	0.09	0.09000000000000871	14.7	14.699999999999733	0.8599999999999747	0	0.0
mo	29131		4895		XXXX	XXXX	XXXX	mo	1.0				24-hr time-weighted composite		raw wastewater				peg precipitation	qiagen allprep powerviral dna/rna kit							puro	raw sample	5.6933528792		sars-cov-2	n2	qpcr				rna	3	2021-06-08			0.92						XXXX	XXXX	2021-06-09	copies/l wastewater	48743.871975	15540.060433	-704.6	98192.34	no	1750.0	no	10.753261166	no	no									2021-07-08 20:47:03	mo_139	25791.0	2021-05-29	2021-06-15	2021-06-22	2021-06-29	5924	5048	0.0	0.231	0.197	0.0	10	24.0	1.11	0.224							0.04000000000000183		4.4499999999999265		0	0.0
mo	29189		451367		XXXX	XXXX	XXXX	mo	210.0				24-hr time-weighted composite		raw wastewater				peg precipitation	qiagen allprep powerviral dna/rna kit							puro	raw sample	5.3899428473		sars-cov-2	n2	qpcr				rna	3	2021-05-17			116.0						XXXX	XXXX	2021-05-17	copies/l wastewater	5496.75	1865.2879414	-438.6	11432.1	no	1750.0	no	5.3472459695	no	no									2021-07-08 20:47:03	mo_268	994020.0	2021-05-07	2021-05-24	2021-05-31	2021-06-07	447108	335277	0.0	0.45	0.337	0.0	39	7.2	0.84	0.035							0.030000000000001664		4.949999999999981	0.8699999999999921	0	1.25
oh	39007		12000		XXXX	XXXX	XXXX	oh	3.0	1.78260878184793	no		24-hr flow-weighted composite		raw wastewater		4.0	none	membrane filtration with sample acidification	qiagen allprep powerviral dna/rna kit	3.0	4.0	24.0	-20.0	75.0	yes	oc43	raw sample	6.0	no	sars-cov-2	n1	qpcr	pepper mild mottle virus			rna	1	2021-03-31	00:00	utc-05:00	1.76999998092651	7.67000007629395		228.0	20.7999992370605		XXXX	XXXX	2021-04-05	copies/l wastewater	8543.9501953125	2669.66			no	1248.05004882813	no	23.84	no	no	49474228.0	copies/l wastewater					6	this lab uses a lab method distinct from other labs in this reporting jurisdiction	2021-04-14 19:59:17	oh_121	96513.0	2021-03-21	2021-04-07	2021-04-14	2021-04-21	15890	9961	0.0	0.163	0.102	0.0	17	13.4	1.08	0.057							0.03500000000000311		13.650000000000018	0.6149999999999913	0	0.25
oh	39035		313158		XXXX	XXXX	XXXX	oh	155.0	2.02247185653515	yes		24-hr flow-weighted composite		raw wastewater		4.0	centrifugation	membrane filtration with no amendment, membrane recombined with separated solids	qiagen allprep dna/rna kit	0.0	4.0	0.0		225.0	no			0.0	no	sars-cov-2	n2	qpcr	crassphage			dna	more than 3	2021-02-02	00:00	utc-05:00	92.6500015258789	7.09999990463257		186.0	11.8333333333333		XXXX	XXXX	2021-02-03	copies/l wastewater	34834.66796875	3933.6430679470905			no	170.0	no	-1.0	yes	no	19075556.0	copies/l wastewater					5	this lab uses a lab method distinct from other labs in this reporting jurisdiction	2021-02-05 19:53:53	oh_276	1227883.0	2021-01-23	2021-02-09	2021-02-16	2021-02-23	44682	5067	0.0	0.036	0.004	0.0	156	22.2	0.81	0.113							0.05500000000000325		18.1	0.7749999999999913	7	8.375
ny	36101		5941		XXXX	XXXX	XXXX	ny	1.75		yes		24-hr flow-weighted composite		raw wastewater				ultracentrifugation	zymo quick-rna fungal/bacterial miniprep #r2014							bcov vaccine	raw sample	1000000.0		sars-cov-2	ip2 and ip4 combined	qpcr	crassphage			dna	3	2021-11-02	07:00	utc-04:00							XXXX	XXXX	2021-11-03	copies/l wastewater	84700.0	12124.355652982142	60936.262920155	108463.737079845	no	800.0	no	4.25	no	no	107000000.0	copies/l wastewater								ny_52	94657.0	2021-10-23	2021-11-09	2021-11-16	2021-11-23	54649	50390		0.573	0.528		63	55.0	1.12	0.07							0.17500000000000204		39.94999999999989	0.7999999999999928	0	0.125
nc	37119		182501		XXXX	XXXX	XXXX	nc	28.0	4.0	no	yes	24-hr flow-weighted composite		raw wastewater	81.0	4.0		membrane filtration with acidification and mgcl2	nuclisens manual magnetic bead extraction kit	15.0	20.0	0.0	20.0	40.0	yes	bcov vaccine	raw sample	4.2	yes	sars-cov-2	n2	ddpcr	pepper mild mottle virus			rna	more than 3	2021-08-30	08:20		15.91				9.2		XXXX	XXXX	2021-09-02	copies/l wastewater	97500.0	-1.0	82500.0	115000.0	no	330.0	no	51.0	no		64600000.0	copies/l wastewater							2021-09-03 22:59:34	nc_93	1128945.0	2021-08-20	2021-09-06	2021-09-13	2021-09-20	615429	564489		0.554	0.508		0	46.3	0.98	0.116							0.1500000000000023		22.349999999999937	0.9299999999999919	6	4.25
ut	49011		228700		XXXX	XXXX	XXXX	ut	34.0				24-hr flow-weighted composite		raw wastewater	5.38333333333333	2.83	centrifugation	promega wastewater large volume tna capture kit	promega manual tna kit	20.3333333333333	4.0	1.0	4.0	20.0		oc43	raw sample	3.5	no	sars-cov-2	n1 and n2 combined	qpcr				rna	1	2021-09-08	06:30	utc-06:00	18.0					2.5	XXXX	XXXX	2021-09-13	copies/l wastewater	1135310.0	46707.636777440726			no	3000.0	no	41.62	not tested								2	uphl uses substantially different concentration and extraction methods from the previous labs. results may not be comparable.	2021-09-14 19:00:50	ut_16	359232.0	2021-08-29	2021-09-15	2021-09-22	2021-09-29	201123	177248		0.566	0.499		248	60.7	1.0	0.128							0.08500000000000442		14.99999999999984	0.9599999999999872	2	0.5
mo	29167		10500		XXXX	XXXX	XXXX	mo	2.55				24-hr time-weighted composite		raw wastewater				peg precipitation	qiagen allprep powerviral dna/rna kit							puro	raw sample	5.9140628714		sars-cov-2	n2	qpcr				rna	3	2021-11-03			1.408						XXXX	XXXX	2021-11-04	copies/l wastewater	3058.2107246	439.64635515	1659.26	4457.17	no	1750.0	no	17.875170207	no	no									2021-12-02 15:19:28	mo_63	32490.0	2021-10-24	2021-11-10	2021-11-17	2021-11-24	12825	11434		0.399	0.356		5	12.4	0.98	0.061							0.04000000000000171		7.199999999999957	0.5899999999999921	0	0.0
mo	29183		60000		XXXX	XXXX	XXXX	mo	9.5				24-hr time-weighted composite		raw wastewater				peg precipitation	qiagen allprep powerviral dna/rna kit							puro	raw sample	5.7244801653		sars-cov-2	n1	qpcr				rna	3	2021-07-26			5.665						XXXX	XXXX	2021-07-27	copies/l wastewater	96857.949829	12130.370144	58259.11	135456.79	no	1750.0	no	11.552273965	no	no									2021-12-16 17:08:49	mo_386	406204.0	2021-07-16	2021-08-02	2021-08-09	2021-08-16	207843	187213	0.0	0.517	0.466	0.0	166	36.9	1.12	0.13							0.17000000000000165		10.699999999999982	0.9449999999999921	0	0.625
nc	37131		14320		XXXX	XXXX	XXXX	nc	8.3	15.0	no	no	24-hr flow-weighted composite		raw wastewater	176.0	4.0	filtration	membrane filtration with acidification and mgcl2	nuclisens manual magnetic bead extraction kit	15.0	20.0	0.0	20.0	40.0	yes	bcov vaccine	raw sample	4.2	yes	sars-cov-2	n2	ddpcr	pepper mild mottle virus			rna	more than 3	2021-10-21	08:36		2.3	6.62			19.4		XXXX	XXXX	2021-10-28	copies/l wastewater	38250.0	-1.0	28750.0	50000.0	no	330.0	no	6.0	no		9700000.0	copies/l wastewater							2021-11-01 18:26:48	nc_345	19088.0	2021-10-11	2021-10-28	2021-11-04	2021-11-11	9133	8420		0.469	0.432		2	15.4	0.68	0.026						0.03	0.030000000000004724	2.8	2.799999999999887		0	0.125
oh	39099		65469		XXXX	XXXX	XXXX	oh	35.0	2.14285722800664	yes		24-hr time-weighted composite		raw wastewater		4.0	centrifugation	membrane filtration with no amendment, membrane recombined with separated solids	trizol and rna purificaton kit	24.0	4.0	1.0	4.0	100.0	no	bcov vaccine	raw sample	6.0	no	sars-cov-2	n2	qpcr	crassphage			rna	2	2021-03-30	06:30	utc-05:00	28.0	6.94999980926514		102.800003051758	9.39999961853027		XXXX	XXXX	2021-04-02	copies/l wastewater	3325.00317382813	1369.4113933789808			no	500.0	no	-1.0	no	no	293509472.0	copies/l wastewater					4	this lab uses a lab method distinct from other labs in this reporting jurisdiction	2021-04-14 19:59:17	oh_455	226075.0	2021-03-20	2021-04-06	2021-04-13	2021-04-20	40979	25744	0.0	0.179	0.113	0.0	42	16.7	1.05	0.025							0.03500000000000342		12.600000000000056	0.3549999999999911	1	0.25
wi	55015		72810		XXXX	XXXX	XXXX	wi	15.5				24-hr flow-weighted composite		raw wastewater			filtration	membrane filtration with addition of mgcl2	promega ht tna kit							bcov vaccine	raw sample	5.92		sars-cov-2	n1	qpcr	pepper mild mottle virus			dna	3	2020-10-23	00:00	utc-05:00	13.2	7.1	1392.0		18.3	2.0	XXXX	XXXX	2020-10-28	copies/l wastewater	214683.0	23882.0			no	20000.0	no	1.093	no	no	10791862.41	copies/l wastewater							2021-02-18 18:48:01	wi_41	50209.0	2020-10-13	2020-10-30	2020-11-06	2020-11-13	0.0	0.0	0.0	0.0	0.0	0.0	34	73.6	0.99	0.2	10		1			0.17	0.16000000000000475		19.59999999999997		0	0.5
co	08069		17997		XXXX	XXXX	XXXX	co	2.166				24-hr flow-weighted composite		raw wastewater		0.0		innovaprep ultrafiltration	qiagen qiaamp buffers with epoch columns		0.0			80.0	no	bcov vaccine	raw sample	2.76		sars-cov-2	n1	ddpcr	pepper mild mottle virus		f+ rna coliphage	rna	1	2021-06-10	07:00		2.3						XXXX	XXXX	2021-06-10	copies/l wastewater	5511.9773519163755		5511.9773519163755	5511.9773519163755	no	4000.0	no	0.11170655187509121	no		1383005.2264808363				150326655.0522648	copies/l wastewater			2021-06-30 22:10:17	co_150	360428.0	2021-05-31	2021-06-17	2021-06-24	2021-07-01	10780	9178	0.0	0.03	0.026	0.0	18	7.2	0.93	0.012	604	71	20	6	0.66	0.03	0.030000000000000117	5.6	5.6000000000000565	0.6599999999999957	0	0.0
ny	36067		25965		XXXX	XXXX	XXXX	ny	7.0		yes		24-hr flow-weighted composite		raw wastewater				ultracentrifugation	zymo quick-rna fungal/bacterial miniprep #r2014							bcov vaccine	raw sample	1000000.0		sars-cov-2	ip2 and ip4 combined	qpcr	crassphage			dna	3	2021-12-20	23:30	utc-04:00							XXXX	XXXX	2021-12-21	copies/l wastewater	240000.0	25500.0	190020.0	289980.0	no	800.0	no	3.01	no	no	161000000.0	copies/l wastewater							2022-01-11 17:49:41	ny_532	459214.0	2021-12-10	2021-12-27	2022-01-03	2022-01-10	341842	316738		0.742	0.688		178	77.1	1.37	0.116							0.1500000000000019		31.399999999999878	0.7499999999999927	1	3.0
wi	55139		72810		XXXX	XXXX	XXXX	wi	15.5				24-hr flow-weighted composite		raw wastewater			filtration	membrane filtration with addition of mgcl2	promega ht tna kit							bcov vaccine	raw sample	4.19		sars-cov-2	n2	qpcr	pepper mild mottle virus			dna	3	2021-12-10	00:00	utc-06:00	7.5	7.4			15.9	0.625	XXXX	XXXX	2021-12-14	copies/l wastewater	890963.0	10031.0			no	100000.0	no	17.968	no	no	31817885.0	copies/l wastewater							2021-12-23 15:40:05	wi_41	171631.0	2021-11-30	2021-12-17	2021-12-24	2021-12-31	105136	96327		0.612	0.56		111	69.0	0.98	0.108							0.22000000000000955		19.70000000000008	0.9399999999999733	0	0.25
ca	06037		3500000	9.9	XXXX	XXXX	XXXX	ca	400.0	17.0	no	no	24-hr flow-weighted composite	0.2	raw wastewater				none	quick rna fecal/soil microbe microprep kit, zymo research (cat. r2040)		4.0				yes	oc43	raw sample	100000.0		sars-cov-2	n1	qpcr				rna	more than 3	2021-03-14	23:59	utc-07:00	261.8	7.4	2404.0	641.0	18.5	0.0833	XXXX	XXXX	2021-03-15	copies/l wastewater	4210000.0		1380000.0	6340000.0	no	500000.0	no	165.0	no	no									2021-03-16 16:23:52	ca_211	9943046.0	2021-03-04	2021-03-21	2021-03-28	2021-04-04	1833278	1009473	0.0	0.183	0.101	0.0	394	5.6	0.79	0.015							0.035000000000000114		5.200000000000018	0.7049999999999985	27	28.75
ny	36101		5158		XXXX	XXXX	XXXX	ny	1.75		yes		24-hr flow-weighted composite		raw wastewater				ultracentrifugation	zymo quick-rna fungal/bacterial miniprep #r2014							bcov vaccine	raw sample	1000000.0		sars-cov-2	ip2 and ip4 combined	qpcr	crassphage			dna	3	2021-10-19	07:00	utc-04:00							XXXX	XXXX	2021-10-21	copies/l wastewater	30100.0				no	800.0	no	1.52	no	no	18600000.0	copies/l wastewater								ny_518	94657.0	2021-10-09	2021-10-26	2021-11-02	2021-11-09	53841	49563		0.564	0.52		18	42.7	0.96	0.064							0.21500000000000208		50.34999999999988	0.9449999999999927	1	0.875
